text,label
"a laughable -- or rather , unlaughable -- excuse for a film . ",0
"at the end of the movie , my 6-year-old nephew said , "" i guess i come from a broken family , and my uncles are all aliens , too . "" congrats disney on a job well done , i enjoyed it just as much ! ",1
"the slapstick is labored , and the bigger setpieces flat . ",0
steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off . ,1
"a lovely film . . . elegant , witty and beneath a prim exterior unabashedly romantic . . . hugely enjoyable in its own right though not really faithful to its source's complexity . ",1
"super troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early zucker brothers/abrahams films , and the decidedly foul stylings of their post-modern contemporaries , the farrelly brothers . ",0
culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character . ,0
"whether [binoche and magimel] are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria . ",1
"one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then . ",1
a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet . ,1
"though the book runs only about 300 pages , it is so densely packed . . . that even an ambitious adaptation and elaborate production like mr . schepisi's seems skimpy and unclear . ",0
"overall , it's a very entertaining , thought-provoking film with a simple message : god is love . ",1
has lost some of the dramatic conviction that underlies the best of comedies . . . ,0
ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled . ,1
"there's no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version . ",0
"never having seen the first two films in the series , i can't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days . ",0
"it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer . ",1
"an engaging , formulaic sports drama that carries a charge of genuine excitement . ",1
"worthless , from its pseudo-rock-video opening to the idiocy of its last frames . ",0
alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience . ,1
 . . . bibbidy-bobbidi-bland . ,0
"instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick . ",0
"as part of mr . dong's continuing exploration of homosexuality in america , family fundamentals is an earnest study in despair . ",1
bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid . ,1
"béart and berling are both superb , while huppert . . . is magnificent . ",1
the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0
"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together . ",1
the colorful masseur wastes its time on mood rather than riding with the inherent absurdity of ganesh's rise up the social ladder . ,0
"an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance . ",0
"an amalgam of the fugitive , blade runner , and total recall , only without much energy or tension . ",0
"boasting some of the most poorly staged and lit action in memory , impostor is as close as you can get to an imitation movie . ",0
"you just know something terrible is going to happen . but when it does , you're entirely unprepared . ",1
remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . ,1
fluffy neo-noir hiding behind cutesy film references . ,0
"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . it haunts , horrifies , startles and fascinates ; it is impossible to look away . ah yes , and then there's the music . . . ",1
"a worthwhile documentary , whether you're into rap or not , even if it may still leave you wanting more answers as the credits roll . ",1
always destined to be measured against anthony asquith's acclaimed 1952 screen adaptation . ,0
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling . ",1
far more enjoyable than its predecessor . ,0
an improvement on the feeble examples of big-screen poke-mania that have preceded it . ,0
a loving little film of considerable appeal . ,1
enriched by a strong and unforced supporting cast . ,1
don't hate el crimen del padre amaro because it's anti-catholic . hate it because it's lousy . ,0
"it's a strange film , one that was hard for me to warm up to . ",1
hoffman's performance is authentic to the core of his being . ,1
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling . ",1
the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . . ,1
"sweet home alabama isn't going to win any academy awards , but this date-night diversion will definitely win some hearts . ",1
"the importance of being earnest , so thick with wit it plays like a reading from bartlett's familiar quotations",1
the film is insightful about kissinger's background and history . ,1
the production values are of the highest and the performances attractive without being memorable . ,1
"sunshine state surveys the landscape and assesses the issues with a clear passion for sociology . but the cinematography is cloudy , the picture making becalmed . ",0
this is rote drivel aimed at mom and dad's wallet . ,0
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0
"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther's story is a compelling quest for truth . ",1
"talkiness isn't necessarily bad , but the dialogue frequently misses the mark . ",0
"if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? ) , or see some interesting storytelling devices , you might want to check it out , but there's nothing very attractive about this movie . ",0
even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney . ,0
the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power . ,1
"real women may have many agendas , but it also will win you over , in a big way . ",1
"what will , most likely , turn out to be the most repellent movie of 2002 . ",0
"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature . ",0
"writer/director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it's disastrous and kate's jealous female friends become downright despicable . ",0
to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career . ,0
"the film's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations . ",1
"just entertaining enough not to hate , too mediocre to love . ",0
"not a bad premise , but the execution is lackluster at best . ",0
this strenuously unfunny showtime deserves the hook . ,0
an enjoyable above average summer diversion . ,1
"the movie takes itself too seriously and , as a result , it makes for only intermittent fun . ",0
"harsh , effective documentary on life in the israeli-occupied palestinian territories . ",1
"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental . ",0
" "" freaky friday , "" it's not . ",0
"the story of trouble every day . . . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie's fragmentary narrative style makes piecing the story together frustrating difficult . ",0
otto-sallies has a real filmmaker's eye . ,1
the pianist lacks the quick emotional connections of steven spielberg's schindler's list . but mr . polanski creates images even more haunting than those in mr . spielberg's 1993 classic . ,1
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",0
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting . ",1
"not only is undercover brother as funny , if not more so , than both austin powers films , but it's also one of the smarter , savvier spoofs to come along in some time . ",1
"if you don't flee , you might be seduced . if you don't laugh , flee . ",1
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format . ,1
everyone should be able to appreciate the wonderful cinematography and naturalistic acting . ,1
"this is a poster movie , a mediocre tribute to films like them ! ",0
a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration . ,1
"did no one on the set have a sense of humor , or did they not have the nerve to speak up ? ",0
"this documentary is a dazzling , remarkably unpretentious reminder of what [evans] had , lost , and got back . ",1
"just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation . ",0
wanker goths are on the loose ! run for your lives ! ,0
definitely worth 95 minutes of your time . ,1
fans of so-bad-they're-good cinema may find some fun in this jumbled mess . ,0
"celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that's hard to beat . ",1
"with dickens' words and writer-director douglas mcgrath's even-toned direction , a ripping good yarn is told . ",1
"hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry . ",0
"you're not merely watching history , you're engulfed by it . ",1
will warm your heart without making you feel guilty about it . ,1
a clever script and skilled actors bring new energy to the familiar topic of office politics . ,1
"even fans of ismail merchant's work , i suspect , would have a hard time sitting through this one . ",0
"even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash . ",0
"old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship . ",1
the film is strictly routine . ,0
"brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema . ",1
"[serry] wants to blend politics and drama , an admirable ambition . it's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ",0
"winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars . ",1
gloriously goofy ( and gory ) midnight movie stuff . ,1
"while not all that bad of a movie , it's nowhere near as good as the original . ",1
"an elegant work , food of love is as consistently engaging as it is revealing . ",1
there's a reason why halftime is only fifteen minutes long . ,0
"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderá . ",1
"when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we'd live in if argento's hollywood counterparts . . . had this much imagination and nerve . ",1
another rent installment for the ian fleming estate . ,0
"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices . ",0
"a strong first quarter , slightly less so second quarter , and average second half . ",0
well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process . ,1
"ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes . ",0
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love . ,1
"there's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme . ",0
"the movie ends with outtakes in which most of the characters forget their lines and just utter 'uhhh , ' which is better than most of the writing in the movie . ",0
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier , not scarier , as it goes along . . . ",0
"a portrait of alienation so perfect , it will certainly succeed in alienating most viewers . ",0
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,1
the movie keeps coming back to the achingly unfunny phonce and his several silly subplots . ,0
"superior genre storytelling , which gets under our skin simply by crossing the nuclear line . ",1
"a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '",0
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular . ",1
"go for la salle's performance , and make do as best you can with a stuttering script . ",0
"baran isn't the most transporting or gripping film from iran -- or , indeed , by its director -- but it's a worthy companion to the many fine , focused films emerging from that most surprising of nations . ",1
"a gob of drivel so sickly sweet , even the eager consumers of moore's pasteurized ditties will retch it up like rancid crème brûlée . ",0
" "" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see . ",1
"the furious coherence that [deniro] brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing . ",0
"the film's strength isn't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears . ",1
fear dot com is so rambling and disconnected it never builds any suspense . ,0
"ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the fact amber is such a joke . ",0
"there's something unintentionally comic in the film's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties . ",0
it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . ,1
"it's burns' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown . ",1
nothing about it fits . ,0
"in exactly 89 minutes , most of which passed as slowly as if i'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",0
a film so tedious that it is impossible to care whether that boast is true or not . ,0
funny and touching . ,1
a fifty car pileup of cliches . ,0
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell . ,1
"if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the manner of jeff foxworthy's stand-up act . ",1
"after collateral damage , you might imagine that most every aggrieved father cliché has been unturned . but no . ",0
"it's mildly interesting to ponder the peculiar american style of justice that plays out here , but it's so muddled and derivative that few will bother thinking it all through . ",0
it provides an honest look at a community striving to anchor itself in new grounds . ,1
"i'm sure if you're a hartley fan , you might enjoy yourself . . . me , i didn't care for it . ",0
"none of this is very original , and it isn't particularly funny . ",0
"a perfectly respectable , perfectly inoffensive , easily forgettable film . ",1
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1
"well before it's over , beijing bicycle begins spinning its wheels . ",0
so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic . ,0
"paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 . ",0
it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . ,1
"once [kim] begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it's too high a price to pay for a shimmering picture postcard . ",0
"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love . ",1
"silly stuff , all mixed up together like a term paper from a kid who can't quite distinguish one sci-fi work from another . ",0
"instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust . ",0
"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making . ",0
"it's funny and human and really pretty damned wonderful , all at once . ",1
"oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single . ",0
" . . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention . ",0
"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . and we don't avert our eyes for a moment . ",1
"bread , my sweet has so many flaws it would be easy for critics to shred it . it may even fall into the category of films you love to hate . i admit it , i hate to like it . ",0
"quando tiros em columbine acerta o alvo ( com o perdão do trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor . ",1
"it's sweet , funny , charming , and completely delightful . ",1
unflinchingly bleak and desperate,1
the isolated moments of creative insanity finally are lost in the thin soup of canned humor . ,0
"watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms . ",0
"the film delivers what it promises : a look at the "" wild ride "" that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans . ",1
has a long and clunky ending . . . which forces the audience to fidget through ten pseudo-serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience's awkward silence,0
barry sonnenfeld owes frank the pug big time,0
the iditarod lasts for days - this just felt like it did . ,0
birot's directorial debut ( she co-wrote the script with christophe honoré ) isn't so much bad as it is bland . ,0
"belongs in the too-hot-for-tv direct-to-video/dvd category , and this is why i have given it a one-star rating . ",0
"flashy gadgets and whirling fight sequences may look cool , but they can't distract from the flawed support structure holding equilibrium up . ",0
"if you love motown music , you'll love this documentary . ",1
the thrill is ( long ) gone . ,0
burns never really harnesses to full effect the energetic cast . ,0
jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films . ,0
worthy of the gong . ,0
it's a masterpiece . ,1
"by the standards of knucklehead swill , the hot chick is pretty damned funny . ",1
together [time out and human resources] establish mr . cantet as france's foremost cinematic poet of the workplace . ,1
"half submarine flick , half ghost story , all in one criminally neglected film",1
"huppert's show to steal and she makes a meal of it , channeling kathy baker's creepy turn as the repressed mother on boston public just as much as 8 women's augustine . ",1
"elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them . ",1
"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food . ",1
the ill-conceived modern-day ending falls flat where it should deliver a moral punch . ,0
"showtime isn't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again . ",0
"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video . ",1
"the film is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . ",1
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten . ",1
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women . ",1
"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",0
i hate the feeling of having been slimed in the name of high art . ,0
"the first tunisian film i have ever seen , and it's also probably the most good-hearted yet sensual entertainment i'm likely to see all year . ",1
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . ,1
"your response to its new sequel , analyze that , may hinge on what you thought of the first film . ",1
"despite the predictable parent vs . child coming-of-age theme , first-class , natural acting and a look at "" the real americans "" make this a charmer . ",1
"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . ",1
 . . . lacks the punch and verve needed to make this genre soar . ,0
"it's a treat  a delightful , witty , improbable romantic comedy with a zippy jazzy score grant and bullock make it look as though they are having so much fun . ",1
"no , it's not nearly as good as any of its influences . ",0
"murder by numbers' isn't a great movie , but it's a perfectly acceptable widget . ",1
"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression . ",1
"a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost . ",1
"the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . ",1
told just proficiently enough to trounce its overly comfortable trappings . ,1
"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary . ",1
"one of recent memory's most thoughtful films about art , ethics , and the cost of moral compromise . ",1
a very average science fiction film . ,0
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit . ",1
by turns very dark and very funny . ,1
"a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china . ",1
evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good . ,1
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie . . . tosses around some intriguing questions about the difference between human and android life . ",1
"wraps itself in the guise of a dark and quirky comedy , but it isn't as quirky as it thinks it is and its comedy is generally mean-spirited . ",0
"the movie isn't painfully bad , something to be 'fully experienced' ; it's just tediously bad , something to be fully forgotten . ",0
this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer . ,0
"a wonderful , ghastly film . ",1
a yawn-provoking little farm melodrama . ,0
"the misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten . ",0
"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser . ",1
"a mess . the screenplay does too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen . ",0
what kids will discover is a new collectible . what parents will suspect is that they're watching a 76-minute commercial . ,0
anthony hopkins ? big deal ! we've already seen the prequel to the silence of the lambs and hannibal -- and it was better the first time . ,0
this ill-fitting tuxedo is strictly off-the-rack . ,0
everywhere the camera looks there is something worth seeing . ,1
"witty dialog between realistic characters showing honest emotions . it's touching and tender and proves that even in sorrow you can find humor . like blended shades of lipstick , these components combine into one terrific story with lots of laughs . ",1
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year . ",1
presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency . ,0
"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology . ",1
"as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else . ",0
 . . . irritating soul-searching garbage . ,0
"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions . ",1
"an intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement . ",1
"is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief . ",1
"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism . ",0
"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director . ",1
it's young guns meets goodfellas in this easily skippable hayseeds-vs . -greaseballs mob action-comedy . ,0
"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh . ",0
"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration . ",1
"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara doesn't distinguish itself from the herd . ",0
"tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances . ",1
"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage . ",0
"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade . ",1
norton holds the film together . ,1
an infinitely wittier version of the home alone formula . ,1
"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . ",0
it's unlikely we'll see a better thriller this year . ,1
"what's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1
the whole talking-animal thing is grisly . ,0
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0
"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship . ",1
"while the story does seem pretty unbelievable at times , it's awfully entertaining to watch . ",1
godawful boring slug of a movie . ,0
"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing . ",1
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",0
"a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again . ",0
"smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country . ",1
"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing . ",0
seldom has a movie so closely matched the spirit of a man and his work . ,1
"brings together some of the biggest names in japanese anime , with impressive results . ",1
the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered . ,0
"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . ",1
"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '",0
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant . ,0
all prints of this film should be sent to and buried on pluto . ,0
"i was hoping that it would be sleazy and fun , but it was neither . ",0
notorious c . h . o . has oodles of vulgar highlights . ,1
"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire . ",0
"rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 . ",1
the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl . ,0
"fast and funny , an action cartoon that's suspenseful enough for older kids but not too scary for the school-age crowd . ",1
"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes . ",0
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another . ,0
"while the humor is recognizably plympton , he has actually bothered to construct a real story this time . ",1
"credit must be given to harland williams , michael rosenbaum and barry watson , who inject far more good-natured spirit and talent into this project than it deserves",0
the stories here suffer from the chosen format . ,0
"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' . ",1
"after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here , it's a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen . ",1
it all comes down to whether you can tolerate leon barlow . i can't . ,0
"it would be disingenuous to call reno a great film , but you can say that about most of the flicks moving in and out of the multiplex . this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn . ",1
"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way . ",0
"coupling disgracefully written dialogue with flailing bodily movements that substitute for acting , circuit is the awkwardly paced soap opera-ish story . ",0
murder by numbers just doesn't add up . ,0
 . . . ( like ) channel surfing between the discovery channel and a late-night made-for-cable action movie . ,0
"doesn't do more than expand a tv show to movie length . however , it's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome . ",1
haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed . ,1
"the picture seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . ",0
a movie of riveting power and sadness . ,1
the film is so bad it doesn't improve upon the experience of staring at a blank screen . ,0
"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling . ",1
a triumph of pure craft and passionate heart . ,1
"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life . ",1
thin period piece . ,0
"it's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more . ",1
the film virtually chokes on its own self-consciousness . ,0
a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,0
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness . ,1
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more . ",0
what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . ,1
might best be enjoyed as a daytime soaper . ,0
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false . ",0
"triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed . ",1
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch . ",0
"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do . ",1
a pure participatory event that malnourished intellectuals will gulp down in a frenzy . ,1
brosnan is more feral in this film than i've seen him before and halle berry does her best to keep up with him . ,1
el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors . ,0
arty gay film . ,0
"to better understand why this didn't connect with me would require another viewing , and i won't be sitting through this one again . . . that in itself is commentary enough . ",0
no screen fantasy-adventure in recent memory has the showmanship of clones' last 45 minutes . ,1
an uneven mix of dark satire and childhood awakening . ,0
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller . ",1
"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it . ",0
"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",1
"everything its title implies , a standard-issue crime drama spat out from the tinseltown assembly line . ",0
behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art . ,1
i hate this movie,0
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . ,1
"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video . ",0
one of the most exciting action films to come out of china in recent years . ,1
this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams . ,1
"[the film's] taste for "" shock humor "" will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . ",0
"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch . ",1
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists . ,0
"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film . ",0
