tweet,label
@JedediahBila @JetBlue @united how long have you been waiting for liftoff?,1
@DeltaAssist so my flight gets cancel I find this out from a family member now they separates the family on difrent flights we need help,0
"Waiting for my flight back home (at @United Club - Terminal E in Houston, TX) https://t.co/tCoXRTG7zU",1
"@VirginAmerica worst inflight service ever! Not UA low, but an order of magnitude worse than the usual delight I've come to expect. #VX027",0
@SouthwestAir - ridiculous policy. Full fare for the CHANCE to fly earlier. Never again! #DontFlySWA http://t.co/hz4ScxEgA6,0
@united I could never purchase it. The flight attendant said it their server was down.,0
"Free wifi on My @jetblue flight, too bad I'll be sleeping to use it... Zzz..",1
"@AmericanAir poor excuse. I need 2 make 2 flights nxt mnth &amp; will avoid u &amp; @USAirways due 2 this ordeal. @jetblue, @Delta - here i come!",0
@NewsBell @united @WGNNews just missed it!,1
1st time ever &amp; last time I will ever travel with @united been on hold 21 Minutes waiting for a manager because your reps are not very smart,0
&amp;I thought my 2hr hold was bad. @AmericanAir #FAIL â€œ@TIME: American Airlines left this passenger on hold for 6 hrs http://t.co/8XVepXiw71â€,0
@SouthwestAir Hoping flight to Denver today is better than my OCT 12 -&gt; CUN.  Trish was worst flight attendant I've encountered on SWA,0
@DeltaAssist #DeltaOne class. One bathroom broken. And the plane is hot as an oven. Ugh. Only 8.5 more hours to go.  Agony. @twbutts,0
@horseracinghl @AmericanAir I know that it can be frustrating but everything happens for a reason.,1
@AmericanAir why is AA2306 delayed. Incoming plane is already there...,0
@AmericanAir No. Issued incorrect ticket a second time. Missed 2 flights due to someone's error.,1
@DeltaAssist waiting for bags from flight #410 for 2 hours.You think someone would let passengers know the bags were sent to wrong terminal.,0
@united ridiculous that I had to waste 30 minutes rebooking a flight this morning because your website kept crashing #furious,0
@Rich_Crawford6 @VirginAmerica you wanna be Iggy azalea so bad Ã°Å¸ËœÂ­Ã°Å¸Ëœâ€š,0
Serious issue with @JetBlue flight from NYC to lax. Didn't check my sisters luggage with the rest of us and your customer service is shit,0
@SaluteBaddJenn imma send this shit to @Delta @DeltaAssist @DeltaNewsroom is this the type of employees you hire ðŸ˜©ðŸ‘Ž,0
@misterbasic @JenSelter @AmericanAir looks like she forgot to switch accounts http://t.co/AYVF0JoYka,1
@DeltaAssist trying to grt through on line or im or skymile cc is there a problem,1
@SouthwestAir Hey when will I be able to book flights in November? Been waiting a couple months to book my honeymoon.,0
"Choose @united if you want your flight to constantly get delayed, and sit in the airport all day.",0
"@AmericanAir - my brother was on his way to JFK they nyc bus broke down by the time he got to the airport , he missed the flight, @Finnair",1
@united: Not letting families with little kids on your planes first is awful. Were you thinking that miserable kids make a better flight?,0
Shoutout to @SouthwestAir Ã°Å¸â€™Å“ first time leaving SD airport where my flight hadn't been delayed.,1
Currently on @JetBlue flying back to New York. Wish I could've stayed in Orlando longer!,1
"terrible, terrible staff. missed our flight because of them. def not recommending them #americanairlines @AmericanAir ðŸ˜¡",0
@AmericanAir ICN 280 FA Edwin CedeÃ±o rocks! Despite forced delay made life on board splendid. Totally took care of us. Glad he's with u!,1
Weather. @obama. Fleet Week. The perfect storm of flight delay mayhem. Let's see what @VirginAmerica can do to get us home on time. #hopeful,1
"Sight for sore eyes. #NYC, I missed you. Ã¢ÂÂ¤Ã¯Â¸Â #homesweethome #USAÃ°Å¸â€¡ÂºÃ°Å¸â€¡Â¸ #NYC #windowseat @united #avgeek #Boeing #767 http://t.co/FMG4KIcihr",1
".@JetBlue really testing the penmen patience right now, 4 hour delay, board the plane, leave the gate, go back to the gate.. Brutes",0
@SouthwestAir please don't delay my trip to New York Wednesday,1
@united every time I call your customer service number the call drops... After 30+ min. of being on hold.,0
@AlaskaAir why is flight 816 so delayed?,1
Can't wait to introduce the @AlaskaAir Signature Fruit &amp; Cheese Platter to Costa Rica! http://t.co/23NsRTpFyO,1
"I â¤ï¸ Southwest for many reasons, including this | The Best and Worst Airline Rewards Programs @SouthwestAir $LUV http://t.co/YwfIyyB0NR",1
"@SouthwestAir Flight delayed ok, I get it, but now on board and stuck here for who knows how long... Worst day ever!",0
@CMPunk @AmericanAir @British_Airways have never disappointed me Ã°Å¸â€™ÂªÃ°Å¸ÂÂ¼,1
@united did a platinum status match and then did &gt;3 times mqms needed for moving from platinum to 1K but am still stuck. What gives?,1
Indeed @marktraphagen! @iPullRank is one dude @DeltaAssist doesn't want writing negative press. Too bad 4 themÃ¢â‚¬Â¦,1
Props to @SouthwestAir for the BWI tv action. Wouldn't  need this though if my bags didn't take longer than my flight http://t.co/GvtA1f8OOP,0
I just want to be home @SouthwestAir but you don't want that for me. Did I miss your birthday or something?? Tell me how to fix this.,1
Although a frustrating travel day yesterday. Grateful for the pilots for @SouthwestAir for getting us on the ground safely.,1
@AlaskaAir thank you for helping making sure my friends get to me despite a cancelled flight! #BestAirline,1
@DeltaAssist About to depart AMS. Hoping to make my DFW flight. Hope they only made me standby for the morning and didnt cancel my seat 2day,1
@united can you plz help me understand the details of flt 6336 delay? #unitedairlines need to make conn flt 1571 in sf,0
"â€œ@united: @Screaming_Emu (1/2) We need to ensure our costs are competitive, and we're considering transitioning some of ourâ€ terrible idea",1
Late minute flight to #Detroit. Little sister in the ER. Took off work. Hold on lil' sis! @AmericanAir @HenryFordNews http://t.co/MGz23keJyi,1
Real downside of Knicks struggles? With no playoffs and trips skipped I lost my @United gold status. One last insult for last 41 games.,0
@AmericanAir Complete ineptitude in handling flights and pathetic customer service @HarvardBiz @BBCtrending @nytimes,0
When you check-in late and  @SouthwestAir still gets your luggage on the flight :') #goodguySW,1
@jetblue. Lol. I hate selfies but here I am surfing the net with my free wifi on #JetBlue http://t.co/L9Ec0iMXOb,1
@AmericanAir charging Platinums to re-deposit miles or change airports within a market in same direction is Bad Policy &amp; in bad taste ðŸ˜¡,0
"Couldn't make one leg of @SouthwestAir flight, so they cancel the entire flight &amp; no refund?  A list for 3 years...never flying them again",0
@united flight was cancelled on me again. Left us without wheelchair service on the way over and cancelled flights both in and out of #ALB,0
@CanesGirl28 no. :'-( Nothing from @SouthwestAir yet. so so so frustrating.  How can a bag disappear like this? #welldone,0
@DeltaAssist I am on 3790 tomorrow so if fight 3793 does not get out tonight will I be able to drive to MSP and skip 3790 if cancelled?,1
We're waiting for a captain for our flight. Seriously @SouthwestAir how the hell does this happen?,0
@united I'm crying. We will lose $644 if we cancel our cruise but it costs too much to get the tickets. This is nuts. :(,0
@DeltaAssist I have a flight listed in my delta profile that should have been cancelled. Can you look into it?,1
@united flt6014 ORD-JAX Lost crew delay Found! Still delayed 3+ hrs I will pay more for future flts to avoid @united. Cancel my mileage plus,0
@AmericanAir showing the NBC News piece on my Grandson on my flight. Lost all his hair and still battling. FB photo doggies for Anthony.,1
"Seems @AmericanAir felt so bad about canceling my flight they needed to apologize... by robocalling me at 6:30am on a Saturday, 2 days later",0
1 more bad cust service experience w/ @united &amp; I'm status matching to @delta. I predict it happens on my next flight (Mon),0
"More reason to fly @southwestair JetBlue ushering in sad, new era and risks alienating its loyal passengers -   http://t.co/HL1N8fFLSP",0
.@Uber meltdown. @JetBlue major policy changes. Some of my favorite brands are turning on their customers. Sad times for #brandmarketing.,1
So thanks @AlaskaAir for completely SCREWING me!!! I made it to the gate and the door was STILL open and they wouldn't let me on! #NotCool,0
"@AmericanAir What's the phone number for a USAir refund I was promised after y'all cancelled my trip halfway thru, and sent me home?",0
Time to retire another tired @united airplane. Flight 744 to Boston is still delayed and down on its luck.,0
@SouthwestAir Just flew flight 278-St Louis to Philly. A flight hostess kept bumping into my shoulder (about 5x). Never even said sorry...,0
@JetBlue can you please give me the status of flight #766 GCMâœˆï¸JFK it's delayed and keeps getting pushed later every 10 mins. Thanks,0
@AmericanAir @USAirways How do I get a response to an issue I had on a recent US Air flight? Do I need to now contact AA? US not responding.,1
@AmericanAir Excuse me. I found American Airlines Flight 182 from Shanghai to Los Angeles is turning back. Do you know what's happening?,1
"@United #flight was 20 mins, @SBNairport #airport #luggage took 30+ mins w/1 #plane on #tarmac #travel #management http://t.co/23si4vX1uF",1
@SouthwestAir ... how long are your backed up on the phone? Been waiting for an hour and a half now?,0
I wonder when they're going to start phasing out propeller planes... I flew on a @united one... I hate those things! #scary,1
"Late, like your flights and baggage claim _@united: We're seeing #WhiteandGold. http://t.co/hRlGYQbhA7_",1
"My @SouthwestAir flight is waiting (@ Gate 27 in Oakland, CA) https://t.co/zmGkRbGlpq http://t.co/B1TtPZznu3",1
@JLJeffLewis @AmericanAir no excuse for lost luggage # youhaveonejob,0
Despite a wind delayed 6hr 45 min return flight @VirginAmerica truly is the best domestic airline.  Push a button and wine arrives.,1
@DeltaAssist @Delta so what are you guys gonna do if I miss my 1:30 flight to Miami for my honeymoon?  Currently sitting on the runway #6291,0
"@JetBlue The app says 40 minute delay, the website says it's on time. Who do I believe? Flight 0777 BOS &gt; LAS",0
"@AmericanAir's boarding music never ceases to surprise me. Currently being soothed by The XX, Crystalize. Do you guys take requests?",1
@AmericanAir can you help @camerondallas or not? you're the most inconvenient airline ever. i have seen so many issues with your company.,0
I wanna work for @AmericanAir so bad,1
@AmericanAir looks like I'm going to misconnect due to maintenance issue. Can you protect me on next flight?,0
The best. Leave it to my cousin to romance with @AmericanAir @pnrudzin -,1
@JetBlue you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional,0
"""Co-pilot's seat needs to be replaced.""  Can always count on @united to find new ways to screw up.",0
@JensenAckles @AmericanAir You are very patient. :) I know you can't wait to see little JJ. She's going to be a daddy's girl for sure.  :),1
"Kudos to @delta for *proactive* customer service. 5yrs with @united and I never saw this, even when I DID complain http://t.co/Fp6N0PAPes",1
@DeltaAssist what number do I call to Cancel my Vacation on Delta Vacations website.  The 2 people who were traveling with me won't make it,1
Frustrated with @united correcting an error that is their fault. Now I can't select the seats even though I had them confirmed and paid.,0
@JasonShaw2 I saw your tweets because Chaunette RT'd...this isn't the first time I've seen complaints about @AmericanAir!,1
@JetBlue no problem. Thanks.,1
"@ronhenson68 @Delta Must be too many ""elite travlers"" on board. Just wait Delta is thinning out the herd. Go @USAirways @AmericanAir @united",1
"@united I have waited for a reply, it said 10-14 days, it's past that.... I still haven't gotten a reply",0
@united our flight is delayed now and we only have 25 minutes to make our connecting flight. Is there another flight we can use as plan b?,0
@DeltaAssist delayed on DL3756. Am I going to make DL2163?,0
@SouthwestAir will be getting the complaint letter of life if I miss this wedding due to their bad customer service,0
On hold with @AmericanAir rep admitted customer service was better with @USAirways I believe her,1
Kudos to 2nd @AmericanAir agent who got me on a flight from MKE after flight from MSN was cancelled!  Heading home weather permitting!!!,1
@united can you have someone check lost and found for an iPad left on flight 1754 seat 34c. Filled out form not sure when to expect answer.,1
after @united wanted to charge me 125 to get on an earlier flight then cancelled my original flight leaving me here for 8 hours never again,0
@JetBlue ... Has been good to me every single time ..I wish my mother and I could fly mint just once though ugh cost too much lol,1
@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother,1
FUCK @AmericanAir,0
@cregeta12 @united United's response delayed like their flights? Help Nepal and Nepalese get relief supplies soon please!,0
Bought a first class ticket for my mom. Cancelled it. And now being told we can't use any of the left over value. @AmericanAir is a joke.,0
"@SouthwestAir: Bold new look, same #SouthwestHeart! http://t.co/iGN739RZ2j http://t.co/hoT76LztM1  Ugh..",1
@united #delayflightunited Flight delayed due to lack off ramp agents to load bags. UA1524 to LAX Unacceptable.,0
@amybruni @fireyredhead57 @AmericanAir Wat you never,1
@JetBlue LOVES cancelling flights!! Get me home to NY please!!,0
My @USAirways flight is hot as hell. No air conditioning since auxiliary power is turned off but apparently @AmericanAir needed the parking,0
Who has a private jet and wants to get me?@AmericanAir / @USAirways cancelled the flight last night @DeltaAssist can't get us off the ground,0
@DeltaAssist I miss you. No DL direct flight to where I'm going. Stuck in another airline's long check in line. Miss my status with you.,1
@AmericanAir YOU HAVE THE WORST SERVICE ALIVE. I HONESTLY THINK YOU DO NOT WANT MY MONEY.,0
@JensenAckles @AmericanAir  It will be worth the wait to see your baby girl!! Wait what?? It's snowing? It's a -10 here in Iowa!,1
In the sky right now on @JetBlue . waiting on my chocolate chip cookies,1
Rec'd my 75K packet from @AlaskaAir! Yesterday I booked some great trips on their Cyber Mon. sale. Still not too late for fellow travelers!,1
@JetBlue You're kidding me right ! I'm not #mosaic anymore all of a sudden ? #fail,0
Grateful for my @SennheiserUSA headphones to help cancel out the sound of my neighbors criticizing the hardworking @AlaskaAir flight crew,1
@united Need help! A friend is trying to leave San Juan at 4pm with his GF for an emergency MRI in LA tonight but can't get a seat with her,0
@SouthwestAir  Widow says Southwest flight crew wouldn't let her call suicidal husband http://t.co/rLSLctefuJ FUCK YOU!,0
"@AlaskaAir had to deplane bc of a mechanical prb :( on the bright side, we stormed the #LAX food court w our meal vouchers #StayPositive",0
@AmericanAir Always have old planes and mechanical issues on the flight from #mia to #eyw,0
@nealrogers @jayprasuhn @angryasian Flying IAD-HNL non stop this summer on @united. Can't wait!!,1
"@FLLFlyer @JetBlue @Avis Thanks for a great flight, stress free airport experience, and easy peasy rental car experience. Great vacay start!",1
@DeltaAssist 1st a 45 min call wait &amp;no one ever came on phone; then it took about a month for me to get a response to ? I submitted online,0
@DeltaAssist it happens just a Lil disappointed but comes with the job,1
"@JetBlue lost my phone on the plane, crew didn't find it, now it's back in JFK! how can i reach someone to get my phone back?!?",1
@Edwerderespn @Delta @JetBlue @AmericanAir your tweets regarding issues with airlines make you sound like a petulant child.,1
@united have been waiting for almost 2 hours for our bags to be unloaded from the airplane at dia #flyingsouthwestfromnowon #Ridiculousness,0
"@ShaneMosley_ @Delta @AmericanAir damn, do they not know who the hell you are and you have been on http://t.co/FVzVKw22lV geez",0
Flying an @AmericanAir S80 today - who wants to put odds on a mechanical delay?,1
Poor rich boy RT @iamwill: I fly @BA @quantas &amp; they wait for premium passengers to arrive...they don't give away your seat like @united,1
Why @JetBlue and other LCCs will win in the end. Exit row upgrade w/o fee after a 3hr delay. #JetBlue #YouAboveAll,0
@united trying to get a flight switched for this afternoon. Help?,1
A huge THANK YOU to Tracie at the @JetBlue desk in Las Vegas. Amazing customer service - kept her cool while we lost ours ;),1
@VirginAmerica I am delayed getting from AUS to Dallas Love. will likely miss my connection to LgA. Can you assist? Confirm: UHEKDO. Ty!,1
@AmericanAir lets try this again. 4 px connecting in PHL from STT to flight 1796. They will hustle over but may need you to wait a minute.,0
@JetBlue people killing it @DCA despite all systems being down - some people had handwritten tickets...,1
Is it too late to switch from @SpiritAirlines to @VirginAmerica?,1
@United spent 2 days in SFO airport hotel on my dime (&amp; no lounge access) received a $250 Voucher AFTER flight cancelled due to Pilot no sho,0
"@united Never reserved a seat via twitter! Tnx for prompt response! Now if u can hook me up with a #lieflat seat, i'll be forever loyal ;)",1
So what else is new!! Flight delayed for maintenance @united,0
"After 45 mins on hold, I ended my call with @Delta @DeltaAssist .. Unbelievable! I thought Delta was better than this",0
@DeltaAssist having the worst delta exp ever. Will miss connection date agent would not help,0
"@united yes! Not your fault, Airforce 1 was in town so the airport had to be frozen! Sorry for the confusion!",1
Totally appreciating @JetBlue 's choice of Celine Dion hold music. #throwback #poweroflove,1
#BREAKING: Some @AmericanAir flights delayed due to prob w/ software on pilot iPads. @KevinCokelyNBC5 reports live on @NBCDFW at 10.,1
@syllystring @SouthwestAir @Delta what the heck happened?,1
"@AmericanAir email received. It says my property wasn't located. Perhaps you missed the problem: I got my baggage after 3 days, I'm...",1
"Used @VirginAmerica wi-fi to do 4 hours of work on the plane, allowing me to be a tourist in NYC vs being stuck in the hotel #OfficeInTheSky",0
@united why 867 cancelled today? Incoming flight no issue. 2 more flts cxl &amp; now flying from &amp; to different airports. Don't understand.,0
Best and Worst Airlines for #FlightDelays http://t.co/RJ3YpqQx0s @United @JetBlue @AmericanAir @TravlandLeisure #vacationplan #businessplan,1
"@SouthwestAir I'm having alt of trouble checking in my flight, highly disappointed. Online won't work and I've been on the phone for an hour",0
@DeltaAssist #WhereAreMyBags Bags removed from Flt 5606 GGT to ATL Wed due to weight issues. Nobody can tell me when they'll return. Help us,0
Mom &amp; teen daughter w/ #Autism allegedly kicked off @United  flight over food issue - http://t.co/2gGFa9dOWQ via @ABC @EmShap12,1
@TroyBakerVA @AmericanAir You really seem to have bad luck with air travel.,1
Taking 2 .@AmericanAir flights tomorrow.  Please don't let me down with no seats or delayed flights!,1
Had to take a non-Southwest airline today for the first time in years. Didn't realize I'd miss you this much @SouthwestAir,1
"@united I'm having problems with my flight nobody helps me, nobody knows what's happening",0
"@russfelix @AmericanAir I wore that goat smell myself..great story Felix ,thnx 4 sharing &amp; TU U 4 your service !",1
"@derrekcooper @united We do apologize. Hopefully, the wait wasn't too long. Hope you got home safely!",1
"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.",0
Smh first my bag was ruined now my flight has been delayed twice @DeltaAssist #immissingthegrammys,0
@fly2ohare what's the deal w/ planes waiting an hr on Tarmac after landing for gate? AA3620 still no gate! Ppl need to connect @AmericanAir,0
Stuck in Dallas for the night. #NoCrew #TravelProblems @AmericanAir,0
@DeltaAssist where do I make a claim for damaged checked item? My child's car seat was damaged on DL1881,0
@united my poor friend is getting sass from your customer service reps about obtaining past receipts. #badcustomerservice,0
@DeltaAssist so I got home at 12:30 after the next delay!!!! Who can I contact in reference to this?,0
Loving #FlyFi!  Too bad my @JetBlue flight seat doesn't have power like @SeatGuru told me it did. #inflightweeting #wompwomp,0
This flight is delayed an hour now. Never flying with @USAirways or @AmericanAir  again!,0
"@VirginAmerica I had this card in the past, but no longer. If I reapply and get approved, would I qualify for the 20K bonus?",1
@landocriss whenever @united airlines is finished FUCKING ME,0
@DeltaAssist i have a flight on an A319 and im VS silver. can i get seat 9C or do i have to wait?,1
Flying @SouthwestAir this Wednesday! I can't wait to see my wife after 2.5 months! #RDU #OKC #ArmyBCT #anxious #army,1
@Julius_Thomas @AmericanAir I had a bad experience a number of years ago when I flew back from Germany. Haven't used them since.,1
@USAirways you all couldn't seem to confirm that @AmericanAir @Expedia 3hours wasted. $500 lost Disconnected calls no answers booked @delta,0
"@DeltaAssist Your website just robbed me and said my card was declined, now im missing $600",0
"@AmericanAir In need of a press comment from you, have been trying lines all day with no response. Can someone call me asap? 01223 224400",1
"@SouthwestAir Been on hold three times, disconnected at 35 mins, flight cancelled and need refund. Please help.",0
"@united First, you cancel my flight, then make me stow my carry-on and leave it in Chicago. This is why I fly @SouthwestAir.",0
Since I bash you when I get delayed I'll commend you for being on time. Way to go @JetBlue Fort Lauderdale to Cancun,1
@JetBlue what time will 1189 leave BOS for DCA? And what's the new gate? Thx,1
@DeltaAssist hi! I'm still waiting on the resolution of my email request. :-),0
Ã¢Â­ÂÃ¯Â¸Â @VirginAmerica Ã¢â‚¬Â¢ We'll never forget the first time we flew by. Happy 78th Anniversary! What's you...: We'll... http://t.co/dVMyi16jTy,1
@AmericanAir how do I contact your lost &amp;found? Looking for a brown leather makeup bag on flight 1066 from Mexico City to DFW this morning.,1
1/ Applied for an @united card with @chase yesterday and never ever during the phone conversation did they ask how they could help me...,0
@AmericanAir what's going on with AA2437 to DFW? Mechanical problems?,0
I will avoid flying @AmericanAir anymore. Worst flight delays and customer service I have ever had.,0
Before I write my letter into @AmericanAir I wanted to give a big shout out to Theresa who works the EXP desk late nights M-Th,1
@waltmossberg @JetBlue I had same experience when I was in Boston in August.  Two different opportunities to give me the info-both missed,1
@united I called Monday the day when my flight was cancelled. Customer rep said it will be refunded. I still don't see the credit on my CC,0
"Unexpected benefits of weather cancelled flight yesterday. 1 more run along SF Bay, shore bird watching, 1st class upgrade today. @united",1
"Agreed @JohnnyJet: When Airlines Don't Issue Fee Waivers It Becomes A Safety Issue (cough, cough @AmericanAir)  http://t.co/sxhf47RUJX",1
The hold music while waiting for @JetBlue customer service is making me depressed,0
"How the HECK is a 38 minute layover possible at SFO, @united?  Is that even a legal routing?",0
"Finally, enjoyed holiday party with @JetBlue #DFW, my old team. Miss 'em, love 'em - time to let go now. #alwaysbeahugepartofme #Thanksagain",1
You suck big time @United screw all your crews for unprofessionalism. Full of uncompassionate people. https://t.co/wwqXAGlzR8,0
"Holy shit, get me off this plane! It's fucking freezing with my hoodie on! By far, coldest flight I've ever been on @SouthwestAir.",0
Hey @united wonder how come on @AmericanAir @USAirways @SouthwestAir @Delta I can always get PreTSA but never on your airline? You different,0
"What a lovely, welcoming, stress free morning thank you @JetBlue I love flying JB everyone is always great. #mividajdm",1
F'ing weather. Wife's flight to to Paris canceled due to weather on east coast. Grrrrr. Hope @DeltaAssist  can come through.,1
"@AmericanAir  flight from phx to dfw delayed over 3 hours, without a reason",0
Seriously @united I understand aircraft changes but moving a 1K from first to a middle seat is unacceptable.,0
@AlaskaAir you should really address two poor operations! The check in at SLC is poorly designed-- and causes unnecessary delays,0
@LetsGetLexi @TheAlfredoPlays @VirginAmerica oh you poor thing...,1
@united ...the fact that you pay a fee to operate out of LGA is bogus... I'm stuck waiting at the gateâ€¦ http://t.co/mYl1PrOJxb,0
"@DeltaAssist Can I book an int'l tkt while waiting for my passport, or do I have to wait to book until after the passport arrives?",1
@DeltaAssist I'm mil on emer leave trying to get back to my family. Tried to get on direct flight to MSP but told it would cost $200.really,0
Almost missed my flight this morning but @JetBlue was the real mvp and got me through checking and security in 10 minsÃ°Å¸â„¢ÂÃ°Å¸â€™â„¢,1
Delays! Delays! Delays! Ugh! I hope the passenger they had to remove off of my flight is okay! #312 to #305 @united @fly2ohare,0
.@united You can and should do better: 'Fear of autism' forces family off plane http://t.co/QlHx7omA12  #autism,0
Waiting to board @SouthwestAir 304 from BWI to MCO at gate A11. Can't wait to get back to warmer weather!,1
"oh hello city by the Bay, I have missed you! here for the week. let's dance! @southwestair @ SanÃ¢â‚¬Â¦ http://t.co/xqSBJqCyYc",1
"My flight outta San Diego was delayed, I missed my connection in Dallas &amp; I'm stuck in Texas for the night. Word. @AmericanAir",0
@JetBlue thanks for getting me home safe for the holidays even with all this bad weather. See you next week #MerryChristmas,1
@SouthwestAir some pics from my last trip. Never let down with SW ðŸ‘ http://t.co/syOhqyjI6b,1
@DeltaAssist hey my flights currently delayed in southwest Florida airport on run way! If I miss my connecting flight what happens!,0
@united all these people waiting for their luggage for an hour now flt 1577 from IAH to ORD help! http://t.co/8PoZwzHdqG,0
@AmericanAir HELP! my connecting flight has been cancelled with no further updates...all agents are busy what do I do??,0
@DeltaAssist I hope you fuckers get sued.,0
"TSA precheck issue resolved! @united stepped up as always, directed me how to fix and followed up with a phone call!  #loveUAL",1
Last night @SouthwestAir @VirginAmerica  flights to @flySFO were delayed at least 2hrs. My 'magic' @AlaskaAir flight was on time!,0
@ClaraHughes_ @united  my husband had a terrible time with United at O'Hare too. Booo! @truenorth74,0
"@PointsToPointB @AmericanAir Yeah, noticed a longer hold time than normal tonight too... But you're more a power user than me.",1
Ã¢â‚¬Å“MinorÃ¢â‚¬Â H2O valve issue sent 5:40pm ET flight back to gate for fix. Now we return for more fuel because of Ã¢â‚¬Å“weatherÃ¢â‚¬Â near Lima. cc @JetBlue,0
Why is @SouthwestAir delaying my flight home!!' Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,0
"Waiting to take off, our pilot on @VirginAmerica announced the @SFGiantsFans won!!  It's great flying with an awesome airline.",1
no flight feels as good as @JetBlue's _ #spoiledbythebest,1
I never get tired of the @VirginAmerica safety video,1
@JensenAckles @AmericanAir Yeah AA! Don't make him angry for his bday!!,1
"@DeltaAssist flight was suppose to leave at 10 it is now 1648, only thing we had to apologize was subway sandwiches, 6inches not toasted...",0
This mornings @united #flight seems to be on time. At least for now. Never know with #United. MinutesÃ¢â‚¬Â¦ http://t.co/zI8hUuASlW,1
My #UnderArmour bag fully packed sitting on a chair at #JFK waiting to board my @jetblue #jetblueâ€¦ https://t.co/M5vCwSyqiC,1
"@SouthwestAir Once again, your in-flight wifi is a waste &amp; frustration. Horrible for this biz traveler. #epicfail #travelerswoes #southwest",0
"Sorry I cheated on you @jetblue with @usairways perfect example of if the cheap ticket seems to good to be true, it usually is.",1
@CNNMoney @JetBlue apple is terrible and always will be :p,1
@dandakich @AmericanAir u mad?,1
Anyone thinking of using @AmericanAir: Don't. REPEATEDLY one of the worst experiences I've ever had traveling and offer zero customer care.,0
@SouthwestAir Why is it that every Southwest flight I have taken in the past 3 years have always been delayed by at least a half hour?,0
"If @JetBlue's site didn't crash I'd be ""stuck"" in LA right now. I really wouldn't mind having that problem right now",1
"â€œ@AlaskaAir: @MissVerdict Hi there, no free drinks but they are reasonably priced. -Johnâ€ lies!!! I got a free drink ðŸ˜Ž",0
Best thing about flying @united is that you never know which gate will actually be the final departing gate.,0
@AlaskaAir really upset with you guys right now,0
@AlaskaAir Hi - I have an issue on an upcoming flight. Can you guys follow me so I can DM information pls?,1
@AmericanAir @Jillzarin #AmericanAirlines discriminated against me and sent me an email full of excuses and lies. Seems like they're failing,1
@JetBlue Ismelda at HPN was amazing!!  What a great way to kick off our trip!,1
"Late Nights , Early Flights! Wheels up on #USAIR @AmericanAir  - Next Stop Philly Then #AtlanticCityâ€¦ http://t.co/PpNSxKD7iH",1
"@united my day?my whole""holiday""is ruined cuz all the appointments I had were cancelled because of my delay.and that was WHY I came here for",0
Looks like I'll be switching from @Delta to American Airlines for my weekly work travel! No status even though I'm 2 set away @DeltaAssist,1
@AmericanAir anyone I can talk to to confirm my itinerary? I've never seen either error before.,1
@SouthwestAir my bad. Followed!,1
"@americanair delayed three times now, hopefully Ill get to NYC before graduation... #checktheweather",0
Very disappointed that I have not yet heard back from @AmericanAir about a situation that occurred last month.,0
@AmericanAir What is the current wait to receive a response to a direct message?,1
@united @flySFO Premier check in is now one big mess! Hire a new logistics manager asap..These are your best customers!,0
@DeltaAssist what are the prices for delta comfort from grr to atl and back? The app doesn't show prices for upgrade,1
Con: Boston broke the snow record. Double con: record-breaking snow means 90 mins (so far) on @JetBlue. We're done here winter.,1
"@cyrusk @SouthwestAir won't judge your prior irresponsible airline choices, but will accept u with open arms. #AList",1
@DeltaAssist I called them.  They say wait 24 hours.  Suggest I use confirmation code only.  So you can find me with conf code but not acct,1
@JetBlue No accommodations for those people who have been trying to get home to Boston from DFW since Friday morning? So Disappointed.,0
"Weâ€™re number one!  RT @EricKingNBC5: , @dfwairport is MOST DELAYED airport in #USA, +180 cancellations-  @AmericanAir = most affected.",1
So @WalkOffTheEarth's @SarahBlackwood1 was kicked off a @united flight last night because her son was crying. We shot Sarah a few times and,1
"@AmericanAir Curious, do the majority of your employees know what these are?  What do they get?  Never seen them used http://t.co/QVbb0GdFEv",1
@united Not really. Plane was an ice box for quite a while. Why does United have such a poor track record of on-time take off?,0
@AmericanAir Another day with constant customer complaints! #EnjoyYourPlight #NothingButApologies #PlaneAround #TerribleCustomerService,0
yep not gonna lie... super interested in trying @JetBlue mint! lie flat here we come,1
@AmericanAir Can you help me get home to my daughter? My flight tomorrow from Chi to DC is cancelled (322). I am flex on airports.,0
@united sitting at gate 92 ewr waiting for jetway while someone's reading the paper in the jetway?,0
Really @united? Sitting on taxiway at DIA for 30 mins for weight and balance paperwork? We don't do this 1000x a day? Ridiculous.,0
"I know that to you @delta it's just another bag, but for me, it has all my clothes in it, and it's ruining my holiday @deltaassist #findbag",0
"@AmericanAir I submitted a complaint online. It only allowed 1,500 characters, which was not nearly enough. When will I be contacted?",0
"@united you're the worst, but luckily the others are all crap too.",0
Hey @SouthwestAir I see there is still a travel warning for MDW through Friday. We are supposed to fly there that morning. Should we cancel?,1
@AmericanAir stepped it up today huge...waiting on @united to do the same. Especially considering they're the real problem here...,0
